;adr;price;rooms;area;floor;items
1686;г. Минск, ул. Игоря Лученка, д.34 (Октябрьский район);83 148 BYN;1-комн.;31.89 м2;25/25 этаж;25/25 каркасно-блочный, площадь 31,89/—/—, лоджия застекленная, телефон: нет, год постройки 2024, Свободная планировка, новостройка.
1687;г. Минск, ул. Игоря Лученка, д.34 (Октябрьский район);83 253 BYN;1-комн.;31.93 м2;25/25 этаж;25/25 каркасно-блочный, площадь 31,93/—/—, лоджия застекленная, телефон: нет, год постройки 2024, Свободная планировка, новостройка.
1688;г. Минск, ул. Игоря Лученка, д.34 (Октябрьский район);180 002 BYN;4-комн.;72.42 м2;25/25 этаж;25/25 каркасно-блочный, площадь 72,42/—/—, лоджия застекленная, телефон: нет, год постройки 2024, Свободная планировка, новостройка.
1689;г. Минск, ул. Игоря Лученка, д.34 (Октябрьский район);109 607 BYN;2-комн.;43.67 м2;25/25 этаж;25/25 каркасно-блочный, площадь 43,67/—/—, лоджия застекленная, телефон: нет, год постройки 2024, Свободная планировка, новостройка.
1690;г. Минск, ул. Игоря Лученка, д.34 (Октябрьский район);109 507 BYN;2-комн.;43.63 м2;25/25 этаж;25/25 каркасно-блочный, площадь 43,63/—/—, лоджия застекленная, телефон: нет, год постройки 2024, Свободная планировка, новостройка.
1691;г. Минск, ул. Игоря Лученка, д.34 (Октябрьский район);81 038 BYN;1-комн.;31.08 м2;25/25 этаж;25/25 каркасно-блочный, площадь 31,08/—/—, лоджия застекленная, телефон: нет, год постройки 2024, Свободная планировка, новостройка.
1692;г. Минск, ул. Игоря Лученка, д.34 (Октябрьский район);138 742 BYN;3-комн.;55.82 м2;25/25 этаж;25/25 каркасно-блочный, площадь 55,82/—/—, лоджия застекленная, телефон: нет, год постройки 2024, Свободная планировка, новостройка.
1693;г. Минск, ул. Игоря Лученка, д.34 (Октябрьский район);81 063 BYN;1-комн.;31.09 м2;21/25 этаж;21/25 каркасно-блочный, площадь 31,09/—/—, лоджия застекленная, телефон: нет, год постройки 2024, Свободная планировка, новостройка.
1694;г. Минск, ул. Игоря Лученка, д.34 (Октябрьский район);138 742 BYN;3-комн.;55.82 м2;21/25 этаж;21/25 каркасно-блочный, площадь 55,82/—/—, лоджия застекленная, телефон: нет, год постройки 2024, Свободная планировка, новостройка.
1695;г. Минск, ул. Игоря Лученка, д.34 (Октябрьский район);180 002 BYN;4-комн.;72.42 м2;21/25 этаж;21/25 каркасно-блочный, площадь 72,42/—/—, лоджия застекленная, телефон: нет, год постройки 2024, Свободная планировка, новостройка.
1696;г. Минск, ул. Игоря Лученка, д.34 (Октябрьский район);138 742 BYN;3-комн.;55.82 м2;23/25 этаж;23/25 каркасно-блочный, площадь 55,82/—/—, лоджия застекленная, телефон: нет, год постройки 2024, Свободная планировка, новостройка.
